# Rows run from M = 1 to 15, Columns run from r = 1 to 15
6.271279331085987119e-01,8.209019336647706278e-02,3.952982484637640459e-02,3.589305254369917764e-02,3.556610947157242547e-02,3.553575091043623124e-02,3.553286349772587921e-02,3.553258361472627636e-02,3.553255606402319633e-02,3.553255331787313898e-02,3.553255304139434079e-02,3.553255301333315547e-02,3.553255301049352416e-02,3.553255301020403351e-02,3.553255301012867712e-02
5.951362662245343049e-01,4.644756266477882700e-02,3.998864490208549512e-03,3.783989949949944417e-04,5.098434951741294874e-05,2.020285233788584860e-05,1.724624122667302653e-05,1.695743950923171318e-05,1.692870185490877357e-05,1.692580425531533818e-05,1.692550886183111873e-05,1.692547850021656634e-05,1.692547532202640629e-05,1.692547515369820159e-05,1.692547510718283842e-05
5.951214446331362096e-01,4.643074265666526090e-02,3.981961296666078863e-03,3.614743762969152064e-04,3.408057071255293286e-05,3.316795920952612822e-06,3.339794764597424666e-07,3.704051355669640448e-08,6.781954932626889026e-09,3.659251682002595776e-09,3.338355111988093004e-09,3.305393214756929099e-09,3.301995781445260504e-09,3.301381372151953098e-09,3.301447270623563123e-09
5.951214420503438962e-01,4.643073967509754596e-02,3.981958262322944468e-03,3.614713091854790676e-04,3.407747664065909689e-05,3.313679273221946157e-06,3.308684172061231110e-07,3.394727193092411923e-08,3.707370903056604072e-09,5.619670761877681552e-10,2.284132717874393638e-10,1.925679996892696249e-10,1.887803795617011685e-10,1.886918872223017203e-10,1.887383441466967977e-10
5.951214420500057223e-01,4.643073967484741965e-02,3.981958262051134116e-03,3.614713087666168571e-04,3.407747660076284896e-05,3.313678751951784485e-06,3.308683542581440992e-07,3.394730019909045792e-08,3.706904287363958993e-09,5.620497225597516938e-10,2.280420338570295792e-10,1.929510030127624992e-10,1.884841896330145293e-10,1.882920974266145676e-10,1.885162298637401084e-10
5.951214420501106384e-01,4.643073967470651153e-02,3.981958262108506626e-03,3.614713092632840718e-04,3.407747648195363032e-05,3.313678668983078134e-06,3.308682882624197350e-07,3.394694924625886131e-08,3.706688248618170807e-09,5.620222556893068762e-10,2.278957360510873501e-10,1.921267798692606296e-10,1.890429513034784576e-10,1.884287668315737825e-10,1.886383839252690963e-10
5.951214420503991853e-01,4.643073967475631197e-02,3.981958261988547895e-03,3.614713089526554873e-04,3.407747642764033275e-05,3.313679243718328743e-06,3.308681228029964597e-07,3.394714666344277759e-08,3.707437667201119349e-09,5.610125419568174922e-10,2.276067085085712063e-10,1.924080661979243319e-10,1.889422480885296265e-10,1.883283094486979036e-10,1.886838859644004428e-10
5.951214420499817415e-01,4.643073967498543425e-02,3.981958261985310901e-03,3.614713087297002610e-04,3.407747615665190086e-05,3.313678668014337564e-06,3.308686996551013592e-07,3.394725131915594313e-08,3.707180960399575125e-09,5.621950571752332150e-10,2.282269051504930144e-10,1.923276402981113992e-10,1.886418400660089966e-10,1.882857007444494741e-10,1.891274004487393775e-10
5.951214420502769498e-01,4.643073967485774473e-02,3.981958262045488459e-03,3.614713090251818906e-04,3.407747654557956725e-05,3.313678768244962128e-06,3.308682269257545692e-07,3.394682911862156568e-08,3.707140506567598413e-09,5.617962845170141604e-10,2.281013413530142008e-10,1.919344264453465315e-10,1.893029231509231311e-10,1.889806692289749881e-10,1.891190356974079240e-10
5.951214420502429769e-01,4.643073967495179449e-02,3.981958261792560572e-03,3.614713089971312494e-04,3.407747637655136435e-05,3.313679066981241305e-06,3.308685402509484878e-07,3.394740426705599786e-08,3.707173133666785999e-09,5.616682165010405015e-10,2.279926105227913564e-10,1.922019856961414724e-10,1.892998987094781243e-10,1.884594746385171627e-10,1.891829013325237375e-10
5.951214420503225799e-01,4.643073967478254099e-02,3.981958262074748907e-03,3.614713089931522274e-04,3.407747634062408920e-05,3.313678720972413754e-06,3.308680951827913733e-07,3.394733388601045520e-08,3.706630118844622417e-09,5.611977796436490632e-10,2.281984339622659189e-10,1.924706110781055270e-10,1.887192965386859705e-10,1.882048822668241099e-10,1.884047531170802948e-10
5.951214420502778379e-01,4.643073967476253616e-02,3.981958262047941358e-03,3.614713087880050760e-04,3.407747628000988972e-05,3.313679082203656223e-06,3.308683715691271193e-07,3.394710618676841589e-08,3.707670341775381205e-09,5.613390796752665556e-10,2.285334733850749540e-10,1.921224095476553125e-10,1.888897694147547397e-10,1.885303818568379852e-10,1.882760871842000600e-10
5.951214420506459879e-01,4.643073967488531989e-02,3.981958262018252433e-03,3.614713090168914303e-04,3.407747607507841998e-05,3.313678701009866938e-06,3.308681646487800762e-07,3.394767800355099760e-08,3.706727952013165961e-09,5.614836329340034784e-10,2.289377641433878446e-10,1.930637121275083411e-10,1.892743795153514714e-10,1.902064403116416091e-10,1.893139072881487058e-10
5.951214420501960145e-01,4.643073967474538322e-02,3.981958261717483474e-03,3.614713087069375990e-04,3.407747613625140371e-05,3.313678855948735544e-06,3.308685691046370980e-07,3.394708573060514866e-08,3.707268917099086181e-09,5.616454215579608595e-10,2.288082583690556505e-10,1.920922891842155803e-10,1.889590194947141273e-10,1.903335713793094118e-10,1.883826643548512930e-10
5.951214420498261992e-01,4.643073967511647526e-02,3.981958262030214218e-03,3.614713091176024280e-04,3.407747617570468051e-05,3.313678615508224601e-06,3.308685518336194216e-07,3.394705337458098461e-08,3.707452498172189365e-09,5.615449816821257098e-10,2.278559132684445251e-10,1.927867246496071233e-10,1.886805621000417722e-10,1.882669206533131597e-10,1.892751248718437330e-10
