-0,-0.155869461620345,0.348806953235421,-0,-0.654608066438891,-0,0.633200200558537,-0,0.156793512858708,-0
-0.299381132716691,-0,0,-0.501017268842793,-0,0.593151634824936,-0,0.530306059185563,0,-0.162170451655544
-0,-0.502650766870875,0.546914282974668,-0,-0.194735554681803,-0,-0.541662002822071,-0,-0.341917112885537,-0
-0.652671914435529,-0,0,-0.386339587570927,-0,-0.0691312385136346,-0,-0.552620463092222,0,0.338515274124961
-0,-0.710391631379643,-0.00812293216636691,-0,0.446690537899036,-0,0.162918897945574,-0,0.518847515251313,-0
-0.650115497161418,-0,0,0.390749889210924,-0,-0.338448340990567,-0,0.224917658955035,0,-0.509440017669533
-0,-0.46126268346123,-0.632527426976987,-0,-0.164425777978768,-0,0.204598223674467,-0,-0.564136084090839,-0
-0.243559998763578,-0,0,0.644242526827822,-0,0.471367913211059,-0,0.109052569646249,0,0.539953628636193
-0,-0.0750158943839274,-0.42315664776513,-0,-0.554074065431202,-0,-0.487090115145919,-0,0.520630595322283,-0
0.0491800450709713,-0,0,0.178856115648835,-0,0.553766214969692,-0,-0.592372932456027,0,-0.555003694684472
